timestamp,spot_price,futures_price,strike,call_chg_oi,call_oi,price,put_oi,put_chg_oi,call_chg_oi_class,call_oi_class,put_oi_class,put_chg_oi_class,highlighted,every_500
2025-06-21 13:28,56252.85,56292.8,54000,-23.20K,208.78K,,1.21M,-39.01K,call-chg-oi-1,call-oi-1,put-oi-5,put-chg-oi-1,0,1
2025-06-21 13:28,56252.85,56292.8,53900,-180,1.98K,,59.62K,-13.54K,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-21 13:28,56252.85,56292.8,53800,0,1.58K,,177.13K,84.90K,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-2,0,0
2025-06-21 13:28,56252.85,56292.8,53700,5,2.67K,,76.00K,10.29K,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-21 13:28,56252.85,56292.8,53600,-55,2.31K,,40.44K,-16.37K,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-21 13:28,56252.85,56292.8,53500,-1.20K,51.22K,,830.67K,128.41K,call-chg-oi-1,call-oi-1,put-oi-4,put-chg-oi-3,0,1
2025-06-21 13:28,56252.85,56292.8,53400,0,1.07K,,52.92K,-16.48K,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-21 13:28,56252.85,56292.8,53300,0,2.29K,,43.05K,-32.25K,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-21 13:28,56252.85,56292.8,53200,0,680,,128.68K,43.53K,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-21 13:28,56252.85,56292.8,53100,0,3.08K,,43.98K,3.38K,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-21 13:28,56252.85,56292.8,53000,-5.59K,152.03K,,1.19M,-24.11K,call-chg-oi-1,call-oi-1,put-oi-5,put-chg-oi-1,0,1
2025-06-21 13:28,56252.85,56292.8,52900,0,400,,44.38K,2.54K,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-21 13:28,56252.85,56292.8,52800,0,2.29K,,47.02K,-1.26K,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-21 13:28,56252.85,56292.8,52700,0,225,,49.98K,15.11K,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-21 13:28,56252.85,56292.8,52600,0,365,,27.38K,1.35K,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-21 13:28,56252.85,56292.8,52500,-470,66.35K,,632.25K,144.65K,call-chg-oi-1,call-oi-1,put-oi-3,put-chg-oi-3,0,1
2025-06-21 13:28,56252.85,56292.8,52400,0,130,,72.03K,32.07K,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-21 13:28,56252.85,56292.8,52300,0,580,,28.61K,-10.55K,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-21 13:28,56252.85,56292.8,52200,0,2.16K,,34.82K,2.28K,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-21 13:28,56252.85,56292.8,52100,0,370,,31.44K,1.07K,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-21 13:28,56252.85,56292.8,52000,1.44K,135.68K,,1.16M,143.04K,call-chg-oi-1,call-oi-1,put-oi-5,put-chg-oi-3,0,1
2025-06-21 13:28,56252.85,56292.8,51900,105,1.54K,,29.74K,10.69K,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-21 13:28,56252.85,56292.8,51800,0,1.90K,,26.50K,4.75K,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-21 13:28,56252.85,56292.8,51700,0,885,,15.46K,940,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-21 13:28,56252.85,56292.8,51600,0,915,,13.13K,-7.98K,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-21 13:28,56252.85,56292.8,51500,260,19.97K,,632.34K,154.84K,call-chg-oi-1,call-oi-1,put-oi-3,put-chg-oi-4,0,1
2025-06-21 13:28,56252.85,56292.8,51400,-120,910,,8.56K,660,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-21 13:28,56252.85,56292.8,51300,0,770,,13.78K,-3.66K,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-21 13:28,56252.85,56292.8,-1,0,0,,0,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
